location,site,species,id,number,fl,tl,wt,month,season,year
creek,upstream,golden shiner,,1,122,137,18.3,may,spring,2023
creek,upstream,golden shiner,,1,102,115,13.2,may,spring,2023
creek,upstream,golden shiner,,1,93,105,8.4,may,spring,2023
creek,upstream,golden shiner,,1,82,95,5.3,may,spring,2023
creek,upstream,golden shiner,,1,100,103,6.8,may,spring,2023
creek,upstream,golden shiner,,5,90,100,27.7,may,spring,2023
creek,upstream,golden shiner,,1,102,114,11.5,may,spring,2023
creek,upstream,golden shiner,,1,90,100,13.6,may,spring,2023
creek,upstream,golden shiner,,10,95,107,92,may,spring,2023
creek,upstream,golden shiner,,1,133,146,26.3,may,spring,2023
creek,upstream,golden shiner,,7,100,110,63.8,may,spring,2023
creek,upstream,golden shiner,,8,96,109,82.7,may,spring,2023
creek,upstream,golden shiner,,1,115,125,16.2,may,spring,2023
creek,upstream,golden shiner,,6,90,100,36.2,may,spring,2023
creek,upstream,golden shiner,,7,95,105,62.9,may,spring,2023
creek,upstream,golden shiner,,6,95,97,53,may,spring,2023
creek,upstream,golden shiner,,1,105,115,13.6,may,spring,2023
creek,upstream,golden shiner,,1,76,84,3.3,may,spring,2023
creek,upstream,golden shiner,,1,123,135,19.3,may,spring,2023
creek,upstream,golden shiner,,1,105,115,60.7,may,spring,2023
creek,upstream,golden shiner,,6,100,110,63.8,may,spring,2023
creek,upstream,golden shiner,,1,85,95,40,may,spring,2023
creek,upstream,golden shiner,,6,105,115,53.9,may,spring,2023
creek,upstream,golden shiner,,4,110,122,37.2,may,spring,2023
creek,upstream,golden shiner,,2,98,109,97.5,may,spring,2023
creek,upstream,golden shiner,,,145,160,42,may,spring,2023
creek,upstream,golden shiner,,1,97,106,49.8,may,spring,2023
creek,upstream,golden shiner,,5,115,130,18.2,may,spring,2023
creek,upstream,golden shiner,,1,95,107,10.8,may,spring,2023
creek,upstream,golden shiner,,1,91,102,7.8,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-1,1,90,100,8.6,may,spring,2023
creek,upstream,golden shiner,,1,92,101,7.4,may,spring,2023
creek,upstream,golden shiner,,1,101,113,10.7,may,spring,2023
creek,upstream,golden shiner,,1,105,118,13.7,may,spring,2023
creek,upstream,golden shiner,,1,80,87,5,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-2,1,113,124,18.6,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-3,1,105,116,12.6,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-4,1,141,155,31.9,may,spring,2023
creek,upstream,golden shiner,,1,83,92,5.6,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-5,1,120,135,20.9,may,spring,2023
creek,upstream,golden shiner,,2,108,120,28.5,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-6,1,86,95,5.7,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-7,1,114,120,15.8,may,spring,2023
creek,upstream,golden shiner,CR5-M23-GS-8,1,103,114,11.8,may,spring,2023
creek,upstream,golden shiner,,1,88,96,7.4,may,spring,2023
creek,upstream,golden shiner,,1,100,112,10.6,may,spring,2023
creek,upstream,golden shiner,,1,138,153,33.4,may,spring,2023
creek,upstream,golden shiner,,1,108,120,14.2,may,spring,2023
creek,upstream,golden shiner,,1,77,86,4.6,may,spring,2023
creek,upstream,golden shiner,,1,115,125,18,may,spring,2023
creek,upstream,golden shiner,,1,115,129,15.9,may,spring,2023
creek,upstream,golden shiner,,1,70,78,3.8,may,spring,2023
creek,upstream,golden shiner,,1,147,155,35.1,may,spring,2023
creek,upstream,golden shiner,,1,172,182,49.6,may,spring,2023
creek,upstream,golden shiner,,4,151,159,146.4,may,spring,2023
creek,upstream,golden shiner,,,NA,NA,30.8,may,spring,2023
creek,upstream,golden shiner,,2,NA,NA,26.1,may,spring,2023
creek,upstream,golden shiner,,,NA,NA,11.2,may,spring,2023
creek,upstream,golden shiner,,,NA,NA,33.6,may,spring,2023
creek,upstream,golden shiner,,1,NA,NA,6.3,may,spring,2023
creek,upstream,golden shiner,,1,74,83,3.9,may,spring,2023
creek,upstream,golden shiner,,1,NA,NA,11.8,may,spring,2023
creek,upstream,golden shiner,,1,82,91,5.6,october,fall,2024
creek,upstream,golden shiner,,1,121,132,19.4,october,fall,2024
creek,upstream,golden shiner,,1,106,115,15,october,fall,2024
creek,upstream,golden shiner,,1,116,127,24.8,october,fall,2024
creek,upstream,golden shiner,,1,126,140,24.5,october,fall,2024
creek,upstream,golden shiner,,1,87,97,5.7,october,fall,2024
creek,upstream,golden shiner,,1,76,85,3.8,october,fall,2024
creek,upstream,golden shiner,,1,69,76,2.9,october,fall,2024
creek,upstream,golden shiner,,1,102,113,10.8,october,fall,2024
creek,upstream,golden shiner,,bulk,,,203.6,october,fall,2024
creek,upstream,golden shiner,,bulk,,,77.5,october,fall,2024
creek,upstream,golden shiner,,bulk,,,56.3,october,fall,2024
creek,upstream,golden shiner,,1,118,131,20.5,october,fall,2024
creek,upstream,golden shiner,,1,126,138,22.5,october,fall,2024
creek,upstream,golden shiner,,1,87,96,6,october,fall,2024
creek,upstream,golden shiner,,1,126,138,21.9,october,fall,2024
creek,upstream,golden shiner,,1,85,94,6.7,october,fall,2024
creek,upstream,golden shiner,,1,72,79,3.3,october,fall,2024
creek,upstream,golden shiner,,1,78,86,3.1,october,fall,2024
creek,upstream,golden shiner,,1,84,93,6,october,fall,2024
creek,upstream,golden shiner,,1,63,69,2.6,october,fall,2024
creek,upstream,golden shiner,,1,166,177,51.9,october,fall,2024
creek,upstream,golden shiner,FN-O23-GS-1,1,106,119,16.5,october,fall,2023
creek,upstream,golden shiner,,1,129,143,23,october,fall,2023
creek,upstream,golden shiner,,1,93,102,7.9,october,fall,2023
creek,upstream,golden shiner,FN-O23-GS-2,1,103,113,13.1,october,fall,2023
creek,upstream,golden shiner,FN-O23-GS-3,1,112,125,15,october,fall,2023
creek,upstream,golden shiner,,FN-O23-GS-4,83,92,6.2,october,fall,2023
creek,upstream,golden shiner,,1,105,115,12.8,october,fall,2023
creek,upstream,golden shiner,,1,95,104,8.8,october,fall,2023
creek,upstream,golden shiner,,1,94,103,9.6,october,fall,2023
creek,upstream,golden shiner,,1,117,130,18.8,october,fall,2023
creek,upstream,golden shiner,,1,83,92,5,october,fall,2023
creek,upstream,golden shiner,,1,110,121,13.8,october,fall,2023
creek,upstream,golden shiner,,1,92,103,9.2,october,fall,2023
creek,upstream,golden shiner,,1,96,106,9.5,october,fall,2023
creek,upstream,golden shiner,,1,70,79,3.2,october,fall,2023
creek,upstream,golden shiner,,1,75,85,3.9,october,fall,2023
creek,upstream,golden shiner,,1,77,87,4.6,october,fall,2023
creek,upstream,golden shiner,,1,93,103,7.3,october,fall,2023
creek,upstream,golden shiner,,1,78,87,4.6,october,fall,2023
creek,upstream,golden shiner,,1,114,125,16.1,october,fall,2023
creek,upstream,golden shiner,,1,90,99,7.7,october,fall,2023
creek,upstream,golden shiner,,1,107,118,15.8,october,fall,2023
creek,upstream,golden shiner,,1,100,111,11.5,october,fall,2023
creek,upstream,golden shiner,,1,90,100,7.1,october,fall,2023
creek,upstream,golden shiner,,1,120,132,20.1,october,fall,2023
creek,upstream,golden shiner,,1,85,95,6.8,october,fall,2023
creek,,golden shiner,,1,100,110,12,august,summer,2022
creek,,golden shiner,,1,100,111,12.7,august,summer,2022
creek,,golden shiner,,1,85,94,7.1,august,summer,2022
creek,,golden shiner,,1,95,102,11.7,august,summer,2022
creek,,golden shiner,,1,83,94,7.7,august,summer,2022
creek,,golden shiner,,1,85,95,7.1,august,summer,2022
creek,,golden shiner,,1,90,103,7.6,august,summer,2022
creek,,golden shiner,,1,93,104,9.9,august,summer,2022
creek,,golden shiner,,1,90,98,8.3,august,summer,2022
creek,,golden shiner,,1,91,100,8.5,august,summer,2022
creek,,golden shiner,,1,120,133,20.9,august,summer,2022
creek,,golden shiner,,1,108,119,11.5,august,summer,2022
creek,,golden shiner,,1,95,105,8.9,august,summer,2022
creek,,golden shiner,,1,85,97,10.9,august,summer,2022
creek,,golden shiner,,1,90,99,8.2,august,summer,2022
creek,,golden shiner,,1,81,90,6,august,summer,2022
creek,,golden shiner,,1,84,93,7.2,august,summer,2022
creek,,golden shiner,,1,104,120,17.4,august,summer,2022
creek,,golden shiner,,1,92,103,11.5,august,summer,2022
creek,,golden shiner,,1,91,102,9.3,august,summer,2022
creek,,golden shiner,,1,80,88,5.6,august,summer,2022
creek,,golden shiner,,1,88,98,6.5,august,summer,2022
creek,,golden shiner,,6,100,110,54.9,august,summer,2022
creek,,golden shiner,,1,90,100,8.6,august,summer,2022
creek,,golden shiner,,1,92,103,7.9,august,summer,2022
creek,,golden shiner,,1,111,125,18.1,august,summer,2022
creek,,golden shiner,,1,98,112,12.2,august,summer,2022
creek,,golden shiner,,4,96,108,60.1,august,summer,2022
creek,,golden shiner,,4,98,109,37.5,august,summer,2022
creek,CC,golden shiner,,1,110,123,16.2,october,fall,2022
creek,CC,golden shiner,,1,106,117,12.5,october,fall,2022
creek,CC,golden shiner,,1,108,118,12.7,october,fall,2022
creek,CC,golden shiner,,1,80,89,5.1,october,fall,2022
creek,CC,golden shiner,,1,68,75,3.1,october,fall,2022
creek,CC,golden shiner,,6,113,124,105.2,october,fall,2022
creek,CC,golden shiner,,1,103,113,13,october,fall,2022
creek,CC,golden shiner,,4,102,112,29.4,october,fall,2022
creek,CC,golden shiner,,1,82,91,5.2,october,fall,2022
creek,CC,golden shiner,,1,77,86,3.9,october,fall,2022
creek,CC14-22-219,golden shiner,,5,95,106,57,may,spring,2022
creek,CC9-22-167,golden shiner,,24,96,106,219,may,spring,2022
creek,CC9-22-168,golden shiner,,15,105,118,202,may,spring,2022
creek,CC9-22-170,golden shiner,,14,91,101,135,may,spring,2022
creek,CC9-22-172,golden shiner,,1,96,108,8,may,spring,2022
lake,OP1,golden shiner,,1,124,137,19.2,october,fall,2022
lake,OP1,golden shiner,,1,101,111,13.6,october,fall,2022
lake,OP1,golden shiner,,1,106,118,10.9,october,fall,2022
lake,OP1,golden shiner,,1,120,133,14,october,fall,2022
lake,OP2,golden shiner,,1,97,107,9.7,october,fall,2022
lake,OP2,golden shiner,,1,97,107,9.7,october,fall,2022
lake,OP3,golden shiner,,1,124,137,19.2,october,fall,2022
lake,OP4,golden shiner,,1,101,111,13.6,october,fall,2022
lake,OP5,golden shiner,,1,106,118,10.9,october,fall,2022
lake,OP6,golden shiner,,1,125,139,22,october,fall,2022
lake,OP6,golden shiner,,1,125,139,22,october,fall,2022
lake,OP7,golden shiner,,1,120,133,14,october,fall,2022
lake,OP7,golden shiner,,1,113,127,13.3,october,fall,2022
lake,OP7,golden shiner,,1,145,157,31.9,october,fall,2022
creek,Upstream Weir,golden shiner,,1,98,107,9.5,august,summer,2022
lake,OP7,golden shiner,,1,134,150,30.7,august,summer,2022
lake,OP7,golden shiner,,1,123,137,24.5,august,summer,2022
lake,OP7,golden shiner,,1,106,116,13.4,august,summer,2022
lake,OP7,golden shiner,,4,111,123,63.8,august,summer,2022
lake,OP7,golden shiner,,6,89,99,51.7,august,summer,2022
creek,downstream,longnose dace,,1,75,81,6.1,may,spring,2023
creek,downstream,longnose dace,,1,63,68,3.8,may,spring,2023
creek,LK7,NA,,,,,,august,summer,2023
creek,CC5-22-475,northern redbelly dace,,1,73,76,4,may,spring,2022
creek,CC18-22-438,northern redbelly dace,,1,105,111,10,may,spring,2022
creek,CC19-22-357,northern redbelly dace,,1,95,100,6,may,spring,2022
creek,CC19-22-358,northern redbelly dace,,1,105,111,7.5,may,spring,2022
creek,CC19-22-359,northern redbelly dace,,1,88,94,5.05,may,spring,2022
creek,CC19-22-360,northern redbelly dace,,1,103,108,7.5,may,spring,2022
creek,CC19-22-363,northern redbelly dace,,1,99,105,4,may,spring,2022
creek,CC19-22-364,northern redbelly dace,,1,115,122,9,may,spring,2022
creek,CC23-22-487,northern redbelly dace,,1,80,85,5,may,spring,2022
creek,CC23-22-494,northern redbelly dace,,1,115,121,12,may,spring,2022
creek,CC23-22-495,northern redbelly dace,,1,103,107,14,may,spring,2022
creek,CC25-22-433,northern redbelly dace,,1,99,105,3.5,may,spring,2022
creek,CC24,northern redbelly dace,,1,57,62,3.3,august,summer,2022
creek,CC24,northern redbelly dace,,1,62,67,2.7,august,summer,2022
creek,EF4,northern redbelly dace,,1,50,53,1.2,august,summer,2022
creek,EF4,northern redbelly dace,,1,47,50,1.3,august,summer,2022
creek,EF4,northern redbelly dace,,1,55,59,1.7,august,summer,2022
creek,CC7-22-148,northern redbelly dace,,1,90,96,8,may,spring,2022
creek,downstream,northern redbelly dace,,1,63,68,2.7,april,spring,2024
creek,downstream,northern redbelly dace,,1,71,76,3,april,spring,2024
creek,downstream,northern redbelly dace,,1,75,80,4.4,april,spring,2024
creek,downstream,northern redbelly dace,,1,80,85,4.4,april,spring,2024
creek,downstream,northern redbelly dace,,1,68,74,2.5,april,spring,2024
creek,downstream,northern redbelly dace,FN-M23-NRB-2,1,65,69,2.3,may,spring,2023
creek,downstream,northern redbelly dace,FN-M23-NRB-3,1,57,61,2.8,may,spring,2023
creek,downstream,northern redbelly dace,FN-M23-NRB-4,1,52,56,1.5,may,spring,2023
creek,downstream,northern redbelly dace,CR5-M23-NRB-6,1,60,65,1.7,may,spring,2023
creek,downstream,northern redbelly dace,CR5-M23-NRB-7,1,60,64,1.9,may,spring,2023
creek,downstream,northern redbelly dace,CR5-M23-NRB-8,1,65,70,2.8,may,spring,2023
creek,downstream,northern redbelly dace,CR5-M23-NRB-9,1,59,62,1.5,may,spring,2023
creek,downstream,northern redbelly dace,CR5-M23-NRB-10,1,61,70,1.5,may,spring,2023
creek,downstream,northern redbelly dace,,1,57,61,1.9,may,spring,2023
creek,downstream,northern redbelly dace,,,73,77,4.5,may,spring,2023
creek,downstream,northern redbelly dace,,1,66,71,3.3,may,spring,2023
creek,downstream,northern redbelly dace,,1,80,89,5.4,may,spring,2023
creek,upstream,northern redbelly dace,FN-M23-RNB-1,1,55,59,1.3,may,spring,2023
creek,upstream,northern redbelly dace,,1,58,62,1.5,may,spring,2023
creek,upstream,northern redbelly dace,,1,58,62,1.3,may,spring,2023
creek,upstream,northern redbelly dace,CR5-M23-NRB-1,1,58,63,1.5,may,spring,2023
creek,upstream,northern redbelly dace,CR5-M23-NRB-2,1,80,85,5.6,may,spring,2023
creek,upstream,northern redbelly dace,CR5-M23-NRB-3,1,70,75,2.8,may,spring,2023
creek,upstream,northern redbelly dace,CR5-M23-NRB-4,1,58,63,2.5,may,spring,2023
creek,upstream,northern redbelly dace,CR5-M23-NRB-5,1,61,66,2.3,may,spring,2023
creek,upstream,northern redbelly dace,,1,56,61,1.8,may,spring,2023
creek,upstream,northern redbelly dace,,1,64,69,3.4,may,spring,2023
lake,LK10,pumpkinseed,,1,67,69,5.2,may,spring,2023
lake,LK10,pumpkinseed,,1,73,76,6.7,may,spring,2023
lake,LK3,pumpkinseed,,1,86,90,8.8,may,spring,2023
lake,Lk5,pumpkinseed,,1,73,82,13.7,may,spring,2023
lake,LK8,pumpkinseed,,1,68,71,4.8,may,spring,2023
lake,LK9,pumpkinseed,,1,75,79,6.6,may,spring,2023
creek,CC,pearl dace,,1,90,95,6.2,august,summer,2022
creek,CC,pearl dace,,1,90,95,6.2,august,summer,2022
creek,CC,pearl dace,,1,90,95,6.2,august,summer,2022
creek,downstream,pearl dace,,1,84,89,5.3,april,spring,2024
creek,downstream,pearl dace,,1,88,95,8.4,april,spring,2024
creek,downstream,pearl dace,,1,83,89,4.5,april,spring,2024
creek,downstream,pearl dace,,1,84,89,5.3,april,spring,2024
creek,downstream,pearl dace,,1,88,95,8.4,april,spring,2024
creek,downstream,pearl dace,,1,83,89,4.5,april,spring,2024
creek,downstream,pearl dace,CR5-M24-PD-8,1,107,112,11.8,april,spring,2024
creek,downstream,pearl dace,CR5-M24-PD-9,1,99,107,10.9,april,spring,2024
creek,downstream,pearl dace,CR5-M24-PD-10,1,97,103,8.2,april,spring,2024
creek,downstream,pearl dace,,1,80,85,4,april,spring,2024
creek,downstream,pearl dace,,1,80,85,5.6,april,spring,2024
creek,downstream,pearl dace,,1,87,97,6.8,april,spring,2024
creek,downstream,pearl dace,,1,79,85,3.9,april,spring,2024
creek,downstream,pearl dace,,1,82,88,7.1,april,spring,2024
creek,downstream,pearl dace,,bulk,,,107.4,april,spring,2024
creek,downstream,pearl dace,,1,120,129,13.3,april,spring,2024
creek,downstream,pearl dace,,1,78,85,5.8,april,spring,2024
creek,downstream,pearl dace,,1,92,97,8.9,april,spring,2024
creek,downstream,pearl dace,,1,105,112,14.2,april,spring,2024
creek,downstream,pearl dace,,1,95,99,7.9,april,spring,2024
creek,downstream,pearl dace,,1,98,105,7.1,april,spring,2024
creek,downstream,pearl dace,,1,89,95,5.3,april,spring,2024
creek,downstream,pearl dace,,1,78,85,4.7,april,spring,2024
creek,downstream,pearl dace,,1,92,97,10,april,spring,2024
creek,downstream,pearl dace,,1,93,100,9.5,april,spring,2024
creek,downstream,pearl dace,,bulk,,,74.5,april,spring,2024
creek,downstream,pearl dace,,1,98,105,7.4,april,spring,2024
creek,downstream,pearl dace,,1,115,123,12.5,april,spring,2024
creek,downstream,pearl dace,,1,118,126,10.5,april,spring,2024
creek,downstream,pearl dace,,1,95,102,6.7,april,spring,2024
creek,downstream,pearl dace,,1,85,90,5.4,april,spring,2024
creek,downstream,pearl dace,,1,91,97,6.9,april,spring,2024
creek,downstream,pearl dace,,1,120,128,13.5,april,spring,2024
creek,downstream,pearl dace,,1,87,93,5.5,april,spring,2024
creek,downstream,pearl dace,,1,90,97,6.7,april,spring,2024
creek,downstream,pearl dace,,1,75,90,2.9,april,spring,2024
creek,downstream,pearl dace,,bulk,,,320.3,april,spring,2024
creek,downstream,pearl dace,,bulk,,,280.6,april,spring,2024
creek,downstream,pearl dace,,bulk,,,69,april,spring,2024
creek,downstream,pearl dace,,1,88,94,6.4,april,spring,2024
creek,downstream,pearl dace,,1,79,85,4.8,april,spring,2024
creek,downstream,pearl dace,,bulk,,,80.6,april,spring,2024
creek,downstream,pearl dace,CR5-A24-PD-1,1,81,87,3.9,august,summer,2024
creek,downstream,pearl dace,CR5-A24-PD-2,1,100,106,7.7,august,summer,2024
creek,downstream,pearl dace,,1,76,82,4.6,august,summer,2023
creek,downstream,pearl dace,,1,107,114,7.6,august,summer,2023
creek,downstream,pearl dace,FN-M23-PD-8,1,77,83,3.8,may,spring,2023
creek,downstream,pearl dace,FN-M23-PD-9,1,62,64,1.5,may,spring,2023
creek,downstream,pearl dace,CR5-M23-PD-08,1,92,98,8.3,may,spring,2023
creek,downstream,pearl dace,CR5-M23-PD-09,1,104,110,10.8,may,spring,2023
creek,downstream,pearl dace,CR5-M23-PD-10,1,98,103,9.3,may,spring,2023
creek,downstream,pearl dace,,1,103,110,8.2,may,spring,2023
creek,downstream,pearl dace,,1,100,108,9.2,may,spring,2023
creek,downstream,pearl dace,,1,83,88,6.8,may,spring,2023
creek,downstream,pearl dace,,1,120,126,14.1,may,spring,2023
creek,downstream,pearl dace,,1,107,115,13.6,may,spring,2023
creek,downstream,pearl dace,,1,88,94,4.9,may,spring,2023
creek,downstream,pearl dace,,1,117,124,14.7,may,spring,2023
creek,downstream,pearl dace,,1,76,82,4.2,may,spring,2023
creek,downstream,pearl dace,,3,77,83,17.8,may,spring,2023
creek,downstream,pearl dace,,1,92,98,5.3,may,spring,2023
creek,downstream,pearl dace,,1,100,105,6.5,may,spring,2023
creek,downstream,pearl dace,,1,75,82,3.9,may,spring,2023
creek,downstream,pearl dace,,1,118,12.5,13.7,may,spring,2023
